"set"	"subject"	"subject_set"	"session"	"list"	"group"	"age"	"sex"	"hand"	"assist"	"trial"	"file"	"stimulus"	"is_target"	"is_word"	"targettype"	"red"	"is_schwa"	"duration"	"rt"	"rt_end"	"response"	"correctness"	"log_rt"	"preceding_rt"	"log_preceding_rt"	"voctest_correctness"	"jaar"	"spreken"	"luisteren"	"lezen"	"schrijven"	"av_prof"	"lextale.scores"	"p_universally"	"p_french"	"p_dutch"	"r"
"t06"	9	"9 t06"	1	"C1"	"1"	18	"female"	"right"	"Other"	10	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1508	570	5	"yes"	7.3185395485679	1911	7.55538194424027	"correct"	3	4	3	4	2	3.25	-3	"I"	"I"	"I"	"yes"
"t06"	43	"43 t06"	1	"A1"	"1"	18	"male"	"right"	"Ilse"	139	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1323	385	5	"yes"	7.18765716411496	1761	7.47363710849621	"correct"	3	3	1	5	2	2.75	11	"I"	"I"	"I"	"yes"
"t06"	29	"29 t06"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	24	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1569	631	5	"yes"	7.35819375273303	1527	7.33106030521863	"correct"	6	2	3	4	2	2.75	-9	"I"	"I"	"I"	"yes"
"t06"	25	"25 t06"	1	"C1"	"1"	18	"female"	"right"	"Ferdy"	10	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1804	866	5	"yes"	7.49776170062257	4382	8.38526052015541	"wrong"	6	4	4	4	3	3.75	-15	"I"	"I"	"I"	"yes"
"t08"	22	"22 t08"	1	"B1"	"2"	22	"female"	"right"	"Ferdy"	187	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	919	40	5	"yes"	6.82328612235569	834	6.72623340235875	"correct"	3	2	2	2	2	2	-6	"L"	"I"	"L"	"no"
"t08"	5	"5 t08"	1	"B1"	"1"	20	"female"	"right"	"Other"	187	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1169	290	5	"yes"	7.06390396147207	1368	7.2211050981825	"correct"	2	2	2	2	3	2.25	-3	"L"	"I"	"L"	"no"
"t08"	17	"17 t08"	1	"A1"	"1"	18	"male"	"right"	"Other"	121	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1953	1037	5	"yes"	7.57712193087668	4584	8.43032725839458	"wrong"	3	2	1	2	2	1.75	-5	"L"	"I"	"L"	"no"
"t08"	13	"13 t08"	1	"D1"	"1"	21	"male"	"right"	"Nadia"	181	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1787	908	5	"yes"	7.48829351515943	1835	7.51479976048867	"correct"	3	3	3	4	2	3	3	"L"	"I"	"L"	"no"
"t08"	1	"1 t08"	1	"A1"	"1"	22	"female"	"right"	"Other"	121	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1148	232	5	"yes"	7.04577657687951	1835	7.51479976048867	"correct"	3	1	2	2	1	1.5	-7	"L"	"I"	"L"	"no"
"t08"	41	"41 t08"	1	"D1"	"1"	19	"male"	"right"	"Ilse"	181	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1002	123	5	"yes"	6.90975328164481	1154	7.05098944706805	"correct"	3	3	3	3	2	2.75	-6	"L"	"I"	"L"	"no"
"t08"	27	"27 t08"	1	"C2"	"1"	22	"male"	"right"	"Other"	184	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1485	606	5	"yes"	7.3031700512368	1440	7.27239839257005	"correct"	3	1	2	2	1	1.5	11	"L"	"I"	"L"	"no"
"t08"	12	"12 t08"	1	"C2"	"2"	20	"female"	"right"	"Ferdy"	184	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1408	529	5	"yes"	7.24992553671799	933	6.83840520084734	"wrong"	2	2	2	1	1	1.5	-9	"L"	"I"	"L"	"no"
"t08"	42	"42 t08"	1	"D2"	"1"	20	"male"	"right"	"Ilse"	181	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1451	535	5	"yes"	7.28000825288419	1749	7.4667994750186	"correct"	3	2	2	3	1	2	5	"L"	"I"	"L"	"no"
"t08"	46	"46 t08"	1	"A2"	"2"	22	"female"	"right"	"Ilse"	121	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1406	527	5	"yes"	7.24850407237061	1270	7.14677217945264	"correct"	3	2	2	3	2	2.25	-2	"L"	"I"	"L"	"no"
"t08"	35	"35 t08"	1	"C2"	"1"	20	"male"	"left"	"Other"	184	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1248	369	1	"yes"	7.12929754892937	1214	7.10167597161944	"correct"	3	2	2	2	1	1.75	4	"L"	"I"	"L"	"no"
"t08"	45	"45 t08"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	121	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1118	239	5	"yes"	7.01929665371504	9129	9.11921143856508	"correct"	3	1	2	1	1	1.25	-6	"L"	"I"	"L"	"no"
"t08"	9	"9 t08"	1	"C1"	"1"	18	"female"	"right"	"Other"	184	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1464	548	5	"yes"	7.28892769452126	1459	7.28550654852279	"wrong"	3	4	3	4	2	3.25	-3	"L"	"I"	"L"	"no"
"t08"	20	"20 t08"	1	"A2"	"2"	21	"male"	"right"	"Other"	121	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1255	376	5	"yes"	7.13489085156588	1199	7.08924315502751	"correct"	2	3	2	2	1	2	-2	"L"	"I"	"L"	"no"
"t08"	7	"7 t08"	1	"B2"	"1"	19	"female"	"right"	"Other"	187	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1445	529	5	"yes"	7.27586460054653	2442	7.80057265467065	"correct"	3	1	1	1	1	1	-6	"L"	"I"	"L"	"no"
"t08"	49	"49 t08"	1	"B2"	"1"	19	"female"	"left"	"Other"	187	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1294	378	1	"yes"	7.16549347506085	1239	7.12205988162914	"correct"	3	1	1	2	2	1.5	-2	"L"	"I"	"L"	"no"
"t08"	8	"8 t08"	1	"B2"	"2"	22	"female"	"right"	"Other"	187	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"mismatch"	"u"	"yes"	916	1258	342	5	"yes"	7.13727843726039	3658	8.20467182895081	"correct"	3	2	2	2	1	1.75	-4	"L"	"I"	"L"	"no"
"t08"	32	"32 t08"	1	"D2"	"2"	18	"male"	"right"	"Other"	181	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"mismatch"	"u"	"yes"	916	1723	807	5	"yes"	7.45182223652793	4331	8.37355374121463	"correct"	3	1	1	1	1	1	-4	"L"	"I"	"L"	"no"
"t08"	21	"21 t08"	1	"B1"	"1"	18	"female"	"right"	"Other"	187	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1489	610	5	"yes"	7.30586003268401	5095	8.53601494565683	"correct"	3	2	1	2	2	1.75	-5	"L"	"I"	"L"	"no"
"t08"	29	"29 t08"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	181	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1386	507	5	"yes"	7.23417717974985	1604	7.38025578842646	"correct"	6	2	3	4	2	2.75	-9	"L"	"I"	"L"	"no"
"t08"	47	"47 t08"	1	"B1"	"1"	23	"female"	"left"	"Ferdy"	187	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1964	1085	1	"yes"	7.58273848891441	1189	7.08086789669078	"correct"	3	1	1	1	1	1	-7	"L"	"I"	"L"	"no"
"t08"	16	"16 t08"	1	"D2"	"2"	19	"female"	"right"	"Other"	181	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"mismatch"	"u"	"yes"	916	1473	557	5	"yes"	7.29505641646263	1548	7.34471905414967	"correct"	5	1	2	1	1	1.25	1	"L"	"I"	"L"	"no"
"t08"	36	"36 t08"	1	"C2"	"2"	21	"male"	"right"	"Other"	184	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1610	731	5	"yes"	7.38398945797851	1731	7.45645455517621	"correct"	3	2	3	4	2	2.75	-12	"L"	"I"	"L"	"no"
"t08"	34	"34 t08"	1	"C1"	"2"	18	"female"	"right"	"Ilse"	184	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"mismatch"	"u"	"yes"	916	1580	664	5	"yes"	7.36518012602101	2317	7.74802852443238	"correct"	3	2	3	3	4	3	-5	"L"	"I"	"L"	"no"
"t08"	23	"23 t08"	1	"B2"	"1"	23	"female"	"right"	"Ferdy"	187	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	2943	2027	5	"yes"	7.98718474823347	2067	7.63385355968177	"correct"	3	3	2	2	1	2	NA	"L"	"I"	"L"	"no"
"t08"	10	"10 t08"	1	"C1"	"2"	19	"female"	"left"	"Other"	184	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"mismatch"	"u"	"yes"	916	1272	356	1	"yes"	7.14834574390007	1013	6.92067150424868	"correct"	3	3	1	2	3	2.25	4	"L"	"I"	"L"	"no"
"t08"	2	"2 t08"	1	"A1"	"2"	21	"female"	"right"	"Other"	121	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"mismatch"	"u"	"yes"	916	1282	366	5	"yes"	7.15617663748062	2447	7.80261806344267	"correct"	3	2	2	3	2	2.25	-2	"L"	"I"	"L"	"no"
"t08"	6	"6 t08"	1	"B1"	"2"	20	"female"	"right"	"Other"	187	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1089	210	5	"yes"	6.99301512293296	1970	7.58578882173203	"correct"	3	1	2	2	1	1.5	-5	"L"	"I"	"L"	"no"
"t08"	14	"14 t08"	1	"D1"	"2"	19	"female"	"right"	"Other"	181	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1251	372	5	"yes"	7.13169851046691	1391	7.23777819192344	"correct"	3	2	1	2	2	1.75	1	"L"	"I"	"L"	"no"
"t08"	3	"3 t08"	1	"A2"	"1"	23	"female"	"left"	"Other"	121	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1115	236	1	"yes"	7.01660968389422	1418	7.25700270709207	"correct"	3.5	2	2	3	2	2.25	-3	"L"	"I"	"L"	"no"
"t08"	43	"43 t08"	1	"A1"	"1"	18	"male"	"right"	"Ilse"	121	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1356	440	5	"yes"	7.21229446850034	1662	7.41577697541539	"correct"	3	3	1	5	2	2.75	11	"L"	"I"	"L"	"no"
"t08"	51	"51 t08"	1	"B1"	"2"	18	"female"	"right"	"Nadia"	187	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1672	793	5	"yes"	7.42177579364465	1347	7.20563517641036	"wrong"	6	4	4	4	4	4	-7	"L"	"I"	"L"	"no"
"t08"	15	"15 t08"	1	"D1"	"1"	20	"female"	"right"	"Other"	181	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"mismatch"	"r"	"yes"	879	1392	513	5	"yes"	7.23849684089437	2622	7.87169266432365	"correct"	6	4	3	3	3	3.25	-4	"L"	"I"	"L"	"no"
"t08"	28	"28 t08"	1	"C2"	"2"	22	"female"	"right"	"Ferdy"	184	"t08_2_p4_2_mono.wav"	"la s'melle"	"yes"	"yes"	"match"	"r"	"yes"	879	1048	169	5	"yes"	6.95463886488099	1456	7.28344822875663	"correct"	2	1	2	1	1	1.25	-8	"L"	"I"	"L"	"no"
"t09"	1	"1 t09"	1	"A1"	"1"	22	"female"	"right"	"Other"	157	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	1127	307	5	"yes"	7.02731451403978	1181	7.07411681619736	"correct"	3	1	2	2	1	1.5	-7	"L"	"I"	"I"	"no"
"t09"	50	"50 t09"	1	"B2"	"2"	18	"female"	"right"	"Nadia"	29	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1204	359	5	"yes"	7.09340462586877	1720	7.4500795698075	"correct"	3	2	2	5	2	2.75	8	"L"	"I"	"I"	"no"
"t09"	27	"27 t09"	1	"C2"	"1"	22	"male"	"right"	"Other"	34	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1459	614	5	"yes"	7.28550654852279	1255	7.13489085156588	"correct"	3	1	2	2	1	1.5	11	"L"	"I"	"I"	"no"
"t09"	33	"33 t09"	1	"C1"	"1"	18	"female"	"right"	"Ilse"	34	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	2172	1352	5	"yes"	7.68340368105383	1378	7.2283884515736	"correct"	3	2	3	4	2	2.75	6	"L"	"I"	"I"	"no"
"t09"	49	"49 t09"	1	"B2"	"1"	19	"female"	"left"	"Other"	29	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1163	318	1	"yes"	7.05875815251866	3096	8.03786623470962	"correct"	3	1	1	2	2	1.5	-2	"L"	"I"	"I"	"no"
"t09"	32	"32 t09"	1	"D2"	"2"	18	"male"	"right"	"Other"	91	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"match"	"r"	"yes"	820	2284	1464	5	"yes"	7.7336835707759	2733	7.91315518592807	"correct"	3	1	1	1	1	1	-4	"L"	"I"	"I"	"no"
"t09"	14	"14 t09"	1	"D1"	"2"	19	"female"	"right"	"Other"	91	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1564	719	5	"yes"	7.35500192110526	1383	7.23201033166476	"correct"	3	2	1	2	2	1.75	1	"L"	"I"	"I"	"no"
"t09"	41	"41 t09"	1	"D1"	"1"	19	"male"	"right"	"Ilse"	91	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1088	243	5	"yes"	6.99209642741589	2926	7.98139158158007	"correct"	3	3	3	3	2	2.75	-6	"L"	"I"	"I"	"no"
"t09"	24	"24 t09"	1	"B2"	"2"	18	"female"	"right"	"Ferdy"	29	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1222	377	5	"yes"	7.10824413973154	1469	7.29233717617388	"correct"	3	1	3	3	1	2	2	"L"	"I"	"I"	"no"
"t09"	7	"7 t09"	1	"B2"	"1"	19	"female"	"right"	"Other"	29	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1293	448	5	"yes"	7.16472037877186	1526	7.3304052118444	"correct"	3	1	1	1	1	1	-6	"L"	"I"	"I"	"no"
"t09"	12	"12 t09"	1	"C2"	"2"	20	"female"	"right"	"Ferdy"	34	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1885	1040	5	"yes"	7.54168309988211	1289	7.16162200293919	"wrong"	2	2	2	1	1	1.5	-9	"L"	"I"	"I"	"no"
"t09"	9	"9 t09"	1	"C1"	"1"	18	"female"	"right"	"Other"	34	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	1631	811	5	"yes"	7.39694860262101	1266	7.14361760270412	"correct"	3	4	3	4	2	3.25	-3	"L"	"I"	"I"	"no"
"t09"	45	"45 t09"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	157	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1305	460	5	"yes"	7.17395831975679	967	6.87419849545329	"correct"	3	1	2	1	1	1.25	-6	"L"	"I"	"I"	"no"
"t09"	35	"35 t09"	1	"C2"	"1"	20	"male"	"left"	"Other"	34	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1222	377	1	"yes"	7.10824413973154	1227	7.11232744471091	"correct"	3	2	2	2	1	1.75	4	"L"	"I"	"I"	"no"
"t09"	46	"46 t09"	1	"A2"	"2"	22	"female"	"right"	"Ilse"	157	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1774	929	5	"yes"	7.48099216286952	1569	7.35819375273303	"correct"	3	2	2	3	2	2.25	-2	"L"	"I"	"I"	"no"
"t09"	47	"47 t09"	1	"B1"	"1"	23	"female"	"left"	"Ferdy"	29	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	1591	771	1	"yes"	7.37211802833779	2499	7.82364593083495	"correct"	3	1	1	1	1	1	-7	"L"	"I"	"I"	"no"
"t09"	36	"36 t09"	1	"C2"	"2"	21	"male"	"right"	"Other"	34	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1291	446	5	"yes"	7.16317239084664	1221	7.1074254741107	"correct"	3	2	3	4	2	2.75	-12	"L"	"I"	"I"	"no"
"t09"	51	"51 t09"	1	"B1"	"2"	18	"female"	"right"	"Nadia"	29	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"match"	"r"	"yes"	820	1981	1161	5	"yes"	7.59135704669855	1771	7.47929963778283	"correct"	6	4	4	4	4	4	-7	"L"	"I"	"I"	"no"
"t09"	43	"43 t09"	1	"A1"	"1"	18	"male"	"right"	"Ilse"	157	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	1032	212	5	"yes"	6.93925394604151	1769	7.47816969415979	"correct"	3	3	1	5	2	2.75	11	"L"	"I"	"I"	"no"
"t09"	6	"6 t09"	1	"B1"	"2"	20	"female"	"right"	"Other"	29	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"match"	"r"	"yes"	820	1213	393	5	"yes"	7.10085190894405	2298	7.7397944584087	"correct"	3	1	2	2	1	1.5	-5	"L"	"I"	"I"	"no"
"t09"	20	"20 t09"	1	"A2"	"2"	21	"male"	"right"	"Other"	157	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1534	689	5	"yes"	7.3356339819272	1348	7.20637729147225	"correct"	2	3	2	2	1	2	-2	"L"	"I"	"I"	"no"
"t09"	22	"22 t09"	1	"B1"	"2"	22	"female"	"right"	"Ferdy"	29	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"match"	"r"	"yes"	820	956	136	5	"yes"	6.8627579130514	1078	6.98286275146894	"correct"	3	2	2	2	2	2	-6	"L"	"I"	"I"	"no"
"t09"	3	"3 t09"	1	"A2"	"1"	23	"female"	"left"	"Other"	157	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1468	623	1	"yes"	7.29165620917446	1608	7.38274644973891	"wrong"	3.5	2	2	3	2	2.25	-3	"L"	"I"	"I"	"no"
"t09"	28	"28 t09"	1	"C2"	"2"	22	"female"	"right"	"Ferdy"	34	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"mismatch"	"u"	"yes"	845	1434	589	5	"yes"	7.26822302115957	1216	7.10332206252611	"correct"	2	1	2	1	1	1.25	-8	"L"	"I"	"I"	"no"
"t09"	42	"42 t09"	1	"D2"	"1"	20	"male"	"right"	"Ilse"	91	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	3013	2193	5	"yes"	8.0106915391303	2352	7.76302130901852	"correct"	3	2	2	3	1	2	5	"L"	"I"	"I"	"no"
"t09"	26	"26 t09"	1	"C1"	"2"	23	"female"	"right"	"Other"	34	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"match"	"r"	"yes"	820	1649	829	5	"yes"	7.4079243225596	3664	8.20631072579402	"correct"	3	1	2	2	1	1.5	-3	"L"	"I"	"I"	"no"
"t09"	29	"29 t09"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	91	"t09_1_p1_2_mono.wav"	"le fenouil"	"yes"	"yes"	"match"	"u"	"yes"	845	1226	381	5	"yes"	7.11151211649616	1661	7.41517510961329	"correct"	6	2	3	4	2	2.75	-9	"L"	"I"	"I"	"no"
"t09"	25	"25 t09"	1	"C1"	"1"	18	"female"	"right"	"Ferdy"	34	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	2322	1502	5	"yes"	7.75018416225784	1326	7.18992217074581	"correct"	6	4	4	4	3	3.75	-15	"L"	"I"	"I"	"no"
"t09"	2	"2 t09"	1	"A1"	"2"	21	"female"	"right"	"Other"	157	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"match"	"r"	"yes"	820	1404	584	5	"yes"	7.24708058458576	1585	7.36833968631138	"correct"	3	2	2	3	2	2.25	-2	"L"	"I"	"I"	"no"
"t10"	17	"17 t10"	1	"A1"	"1"	18	"male"	"right"	"Other"	68	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"match"	"u"	"yes"	640	1608	968	5	"yes"	7.38274644973891	2347	7.76089319585102	"wrong"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"yes"
"t10"	50	"50 t10"	1	"B2"	"2"	18	"female"	"right"	"Nadia"	166	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"mismatch"	"u"	"yes"	640	1145	505	5	"yes"	7.04315991598834	1255	7.13489085156588	"correct"	3	2	2	5	2	2.75	8	"I"	"I"	"I"	"yes"
"t10"	23	"23 t10"	1	"B2"	"1"	23	"female"	"right"	"Ferdy"	166	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"match"	"u"	"yes"	640	1471	831	5	"yes"	7.29369772060144	1501	7.31388683163346	"wrong"	3	3	2	2	1	2	NA	"I"	"I"	"I"	"yes"
"t10"	41	"41 t10"	1	"D1"	"1"	19	"male"	"right"	"Ilse"	148	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"match"	"u"	"yes"	640	1475	835	5	"yes"	7.29641326877392	972	6.87935580446044	"correct"	3	3	3	3	2	2.75	-6	"I"	"I"	"I"	"yes"
"t10"	5	"5 t10"	1	"B1"	"1"	20	"female"	"right"	"Other"	166	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"mismatch"	"r"	"yes"	747	1227	480	5	"yes"	7.11232744471091	955	6.86171134048073	"correct"	2	2	2	2	3	2.25	-3	"I"	"I"	"I"	"yes"
"t10"	35	"35 t10"	1	"C2"	"1"	20	"male"	"left"	"Other"	84	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"match"	"u"	"yes"	640	1320	680	1	"yes"	7.18538701558042	1913	7.55642796944025	"correct"	3	2	2	2	1	1.75	4	"I"	"I"	"I"	"yes"
"t10"	26	"26 t10"	1	"C1"	"2"	23	"female"	"right"	"Other"	84	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"match"	"r"	"yes"	747	1779	1032	5	"yes"	7.48380668766583	1756	7.47079377419506	"correct"	3	1	2	2	1	1.5	-3	"I"	"I"	"I"	"yes"
"t10"	47	"47 t10"	1	"B1"	"1"	23	"female"	"left"	"Ferdy"	166	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"mismatch"	"r"	"yes"	747	3419	2672	1	"yes"	8.1371033896393	2798	7.93666015522543	"correct"	3	1	1	1	1	1	-7	"I"	"I"	"I"	"yes"
"t10"	45	"45 t10"	1	"A2"	"1"	19	"male"	"right"	"Ilse"	68	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"mismatch"	"r"	"yes"	747	1592	845	5	"yes"	7.37274636640433	1745	7.46450983463653	"correct"	3	1	2	1	1	1.25	-6	"I"	"I"	"I"	"yes"
"t10"	46	"46 t10"	1	"A2"	"2"	22	"female"	"right"	"Ilse"	68	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"match"	"r"	"yes"	747	1456	709	5	"yes"	7.28344822875663	1716	7.44775128004791	"correct"	3	2	2	3	2	2.25	-2	"I"	"I"	"I"	"yes"
"t10"	12	"12 t10"	1	"C2"	"2"	20	"female"	"right"	"Ferdy"	84	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"mismatch"	"u"	"yes"	640	1136	496	5	"yes"	7.0352685992811	1439	7.27170370688737	"correct"	2	2	2	1	1	1.5	-9	"I"	"I"	"I"	"yes"
"t10"	6	"6 t10"	1	"B1"	"2"	20	"female"	"right"	"Other"	166	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"match"	"r"	"yes"	747	1985	1238	5	"yes"	7.59337419312129	1264	7.1420365747068	"correct"	3	1	2	2	1	1.5	-5	"I"	"I"	"I"	"yes"
"t10"	30	"30 t10"	1	"D1"	"2"	18	"female"	"right"	"Nadia"	148	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"mismatch"	"u"	"yes"	640	1637	997	5	"yes"	7.40062057737113	1268	7.14519613499717	"correct"	3	1	2	2	1	1.5	1	"I"	"I"	"I"	"yes"
"t10"	7	"7 t10"	1	"B2"	"1"	19	"female"	"right"	"Other"	166	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"match"	"u"	"yes"	640	2288	1648	5	"yes"	7.73543335249969	1523	7.32843735289516	"correct"	3	1	1	1	1	1	-6	"I"	"I"	"I"	"yes"
"t10"	29	"29 t10"	1	"D1"	"1"	24	"female"	"right"	"Nadia"	148	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"match"	"u"	"yes"	640	1212	572	5	"yes"	7.10002716662926	1544	7.34213173058472	"correct"	6	2	3	4	2	2.75	-9	"I"	"I"	"I"	"yes"
"t10"	21	"21 t10"	1	"B1"	"1"	18	"female"	"right"	"Other"	166	"t10_2_p2_2_mono.wav"	"le r'bond"	"yes"	"yes"	"mismatch"	"r"	"yes"	747	3288	2541	5	"yes"	8.09803475617607	1339	7.19967834569117	"correct"	3	2	1	2	2	1.75	-5	"I"	"I"	"I"	"yes"
